id;ident;iata;name;latitude_deg;longitude_deg
3469;KSFO;SFO;San Francisco International Airport;37.61899948;-122.375
3470;KCTB;CTB;Cut Bank International Airport;48.60839844;-112.3759995
3471;KARA;ARA;Acadiana Regional Airport;30.0378;-91.883904
3472;KGNV;GNV;Gainesville Regional Airport;29.69009972;-82.27179718
3473;KMEM;MEM;Memphis International Airport;35.04240036;-89.97669983
3474;KDUG;DUG;Bisbee Douglas International Airport;31.46899986;-109.6039963
3475;PABI;BIG;Allen Army Airfield;63.99449921;-145.7220001
3476;KCNW;CNW;TSTC Waco Airport;31.63780022;-97.07409668
3477;PANT;ANN;Annette Island Airport;55.04240036;-131.5720062
3478;KCAR;CAR;Caribou Municipal Airport;46.87149811;-68.01789856
3479;KLRF;LRF;Little Rock Air Force Base;34.91690063;-92.14969635
3480;KHUA;HUA;Redstone Army Air Field;34.67869949;-86.68479919
3481;KPOB;POB;Pope Field;35.17089844;-79.01450348
3482;KDHT;DHT;Dalhart Municipal Airport;36.02259827;-102.5469971
3483;KDLF;DLF;DLF Airport;29.359501;-100.778002
3484;KLAX;LAX;Los Angeles International Airport;33.94250107;-118.4079971
3485;KANB;ANB;Anniston Regional Airport;33.5882;-85.8581
3486;KCLE;CLE;Cleveland Hopkins International Airport;41.4117012;-81.84980011
3487;KDOV;DOV;Dover Air Force Base;39.12950134;-75.46600342
3488;KCVG;CVG;Cincinnati Northern Kentucky International Airport;39.04880142;-84.6678009
3489;KFME;FME;Tipton Airport;39.08539963;-76.75939941
3491;KHON;HON;Huron Regional Airport;44.3852005;-98.22850037
3492;PAJN;JNU;Juneau International Airport;58.35499954;-134.576004
3493;KLFT;LFT;Lafayette Regional Airport;30.20529938;-91.98760223
3494;KEWR;EWR;Newark Liberty International Airport;40.69250107;-74.16870117
3495;KBOI;BOI;Boise Air Terminal/Gowen Field;43.5644;-116.223
3496;KINS;INS;Creech Air Force Base;36.58720016;-115.6729965
3497;KGCK;GCK;Garden City Regional Airport;37.92750168;-100.723999
3498;KMOT;MOT;Minot International Airport;48.25939941;-101.2799988
3499;PHHI;HHI;Wheeler Army Airfield;21.48349953;-158.0399933
3500;KMXF;MXF;Maxwell Air Force Base;32.3829;-86.365799
3502;KDAL;DAL;Dallas Love Field;32.847099;-96.851799
3503;KFCS;FCS;Butts AAF (Fort Carson) Air Field;38.67839813;-104.7570038
3504;KHLN;HLN;Helena Regional Airport;46.60680008;-111.9830017
3505;KNKX;NKX;Miramar Marine Corps Air Station - Mitscher Field;32.86840057;-117.1429977
3506;KLUF;LUF;Luke Air Force Base;33.53499985;-112.3830032
3508;KHHR;HHR;Jack Northrop Field Hawthorne Municipal Airport;33.922798;-118.334999
3509;KHUL;HUL;Houlton International Airport;46.12310028;-67.792099
3510;KEND;END;Vance Air Force Base;36.33919907;-97.91649628
3511;KNTD;NTD;Point Mugu Naval Air Station (Naval Base Ventura Co);34.12030029;-119.1210022
3512;KEDW;EDW;Edwards Air Force Base;34.905399;-117.884003
3513;KLCH;LCH;Lake Charles Regional Airport;30.12610054;-93.22329712
3514;PHKO;KOA;Ellison Onizuka Kona International At Keahole Airport;19.738783;-156.045603
3515;KMYR;MYR;Myrtle Beach International Airport;33.67969894;-78.92829895
3516;KNLC;NLC;Lemoore Naval Air Station (Reeves Field) Airport;36.33300018;-119.9520035
3517;KACK;ACK;Nantucket Memorial Airport;41.25310135;-70.06020355
3518;KFAF;FAF;Felker Army Air Field;37.13249969;-76.6088028
3519;KHOP;HOP;Campbell AAF (Fort Campbell) Air Field;36.66859818;-87.49620056
3520;KDCA;DCA;Ronald Reagan Washington National Airport;38.8521;-77.037697
3521;KNHK;NHK;Patuxent River Naval Air Station (Trapnell Field);38.285999;-76.411797
3522;KPSX;PSX;Palacios Municipal Airport;28.72750092;-96.25099945
3523;KBYH;BYH;Arkansas International Airport;35.96429825;-89.94400024
3524;KACY;ACY;Atlantic City International Airport;39.45759964;-74.57720184
3525;KTIK;TIK;Tinker Air Force Base;35.41469955;-97.38659668
3526;KECG;ECG;Elizabeth City Regional Airport & Coast Guard Air Station;36.26060104;-76.17459869
3527;KPUB;PUB;Pueblo Memorial Airport;38.28910065;-104.4970016
3528;KPQI;PQI;Northern Maine Regional Airport at Presque Isle;46.68899918;-68.0447998
3530;KGRF;GRF;Gray Army Air Field;47.07920074;-122.5810013
3531;PADQ;ADQ;Kodiak Airport;57.75;-152.4940033
3532;PHUP;UPP;Upolu Airport;20.26530075;-155.8600006
3533;KFLL;FLL;Fort Lauderdale Hollywood International Airport;26.072599;-80.152702
3535;KINL;INL;Falls International Airport;48.56620026;-93.40309906
3536;KSLC;SLC;Salt Lake City International Airport;40.78839874;-111.9779968
3537;KCDS;CDS;Childress Municipal Airport;34.43379974;-100.288002
3538;KBIX;BIX;Keesler Air Force Base;30.41040039;-88.92440033
3539;KLSF;LSF;Lawson Army Air Field (Fort Benning);32.33729935;-84.99130249
3540;KNQI;NQI;Kingsville Naval Air Station;27.50720024;-97.80970001
3541;KFRI;FRI;Marshall Army Air Field;39.05530167;-96.76450348
3542;KMDT;MDT;Harrisburg International Airport;40.19350052;-76.76339722
3543;KLNK;LNK;Lincoln Airport;40.85100174;-96.75920105
3544;KLAN;LAN;Capital City Airport;42.77870178;-84.58740234
3545;PHMU;MUE;Waimea Kohala Airport;20.00130081;-155.6679993
3546;KMSS;MSS;Massena International Richards Field;44.93579865;-74.84559631
3547;KHKY;HKY;Hickory Regional Airport;35.74110031;-81.38950348
3548;KSPG;SPG;Albert Whitted Airport;27.7651;-82.626999
3549;KFMY;FMY;Page Field;26.58659935;-81.86329651
3550;KIAH;IAH;George Bush Intercontinental Houston Airport;29.9843998;-95.34140015
3552;KADW;ADW;Joint Base Andrews;38.810799;-76.866997
3553;KINT;INT;Smith Reynolds Airport;36.13370132;-80.22200012
3554;KVCV;VCV;Southern California Logistics Airport;34.59749985;-117.3830032
3555;KCEW;CEW;Bob Sikes Airport;30.77879906;-86.52210236
3557;KPHN;PHN;St Clair County International Airport;42.9109993;-82.52890015
3558;KBFL;BFL;Meadows Field;35.43360138;-119.0569992
3559;KELP;ELP;El Paso International Airport;31.80719948;-106.3779984
3560;KHRL;HRL;Valley International Airport;26.22850037;-97.65440369
3561;KCAE;CAE;Columbia Metropolitan Airport;33.93880081;-81.11949921
3562;KDMA;DMA;Davis Monthan Air Force Base;32.16650009;-110.8830032
3563;KNPA;NPA;Pensacola Naval Air Station/Forrest Sherman Field;30.35269928;-87.31860352
3564;KPNS;PNS;Pensacola Regional Airport;30.47340012;-87.18659973
3565;KRDR;RDR;Grand Forks Air Force Base;47.96110153;-97.40119934
3566;KHOU;HOU;William P Hobby Airport;29.64539909;-95.27890015
3567;KBKF;BFK;Buckley Air Force Base;39.7016983;-104.7519989
3568;PAOR;ORT;Northway Airport;62.9612999;-141.9290009
3569;PAAQ;PAQ;"Warren ""Bud"" Woods Palmer Municipal Airport";61.594898;-149.08901
3570;KPIT;PIT;Pittsburgh International Airport;40.49150085;-80.23290253
3571;PABR;BRW;Wiley Post Will Rogers Memorial Airport;71.285402;-156.766008
3572;KEFD;EFD;Ellington Airport;29.6072998;-95.15879822
3573;KNUW;NUW;Whidbey Island Naval Air Station (Ault Field);48.351799;-122.655998
3574;KALI;ALI;Alice International Airport;27.74090004;-98.02690125
3575;KVAD;VAD;Moody Air Force Base;30.96780014;-83.19300079
3576;KMIA;MIA;Miami International Airport;25.79319954;-80.29060364
3577;KSEA;SEA;Seattle Tacoma International Airport;47.449001;-122.308998
3578;KCHA;CHA;Lovell Field;35.03530121;-85.20379639
3579;KBDR;BDR;Igor I Sikorsky Memorial Airport;41.16350174;-73.12619781
3580;KJAN;JAN;Jackson-Medgar Wiley Evers International Airport;32.31119919;-90.07589722
3581;KGLS;GLS;Scholes International At Galveston Airport;29.26530075;-94.86039734
3582;KLGB;LGB;Long Beach /Daugherty Field/ Airport;33.81769943;-118.1520004
3583;PHDH;HDH;Dillingham Airfield;21.5795002;-158.1970062
3584;KIPT;IPT;Williamsport Regional Airport;41.2417984;-76.9210968
3585;KIND;IND;Indianapolis International Airport;39.7173;-86.294403
3586;KSZL;SZL;Whiteman Air Force Base;38.7303009;-93.54789734
3587;KAKR;AKC;Akron Fulton International Airport;41.03749847;-81.46690369
3588;KGWO;GWO;Greenwood Leflore Airport;33.49430084;-90.08470154
3589;KHPN;HPN;Westchester County Airport;41.06700134;-73.70760345
3590;KFOK;FOK;Francis S Gabreski Airport;40.84370041;-72.63179779
3591;KJBR;JBR;Jonesboro Municipal Airport;35.83169937;-90.64640045
3592;KTNX;XSD;Tonopah Test Range Airport;37.79880142;-116.7809982
3593;KLNA;LNA;Palm Beach County Park Airport;26.59300041;-80.08509827
3594;KNZY;NZY;North Island Naval Air Station-Halsey Field;32.69919968;-117.2149963
3595;KBIF;BIF;Biggs Army Air Field (Fort Bliss);31.84950066;-106.3799973
3596;KNYL;YUM;Yuma MCAS/Yuma International Airport;32.65660095;-114.6060028
3597;KCNM;CNM;Cavern City Air Terminal;32.33750153;-104.2630005
3598;KDLH;DLH;Duluth International Airport;46.84209824;-92.19360352
3599;PABE;BET;Bethel Airport;60.77980042;-161.8379974
3600;KLOU;LOU;Bowman Field;38.22800064;-85.66369629
3601;KFHU;FHU;Sierra Vista Municipal Libby Army Air Field;31.58849907;-110.3440018
3602;PHLI;LIH;Lihue Airport;21.97599983;-159.3390045
3603;KHUF;HUF;Terre Haute Regional Airport, Hulman Field;39.4515;-87.307602
3604;KHVR;HVR;Havre City County Airport;48.54299927;-109.762001
3605;KMWH;MWH;Grant County International Airport;47.20769882;-119.3199997
3606;KMPV;MPV;Edward F Knapp State Airport;44.20349884;-72.56230164
3608;KRIC;RIC;Richmond International Airport;37.50519943;-77.31970215
3609;KSHV;SHV;Shreveport Regional Airport;32.446602;-93.8256
3610;PACV;CDV;Merle K (Mudhole) Smith Airport;60.4917984;-145.4779968
3611;KORF;ORF;Norfolk International Airport;36.89459991;-76.20120239
3612;KBPT;BPT;Southeast Texas Regional Airport;29.95079994;-94.02069855
3613;KSAV;SAV;Savannah Hilton Head International Airport;32.12760162;-81.20210266
3614;KHIF;HIF;Hill Air Force Base;41.12403;-111.973086
3615;PAOM;OME;Nome Airport;64.5121994;-165.4450073
3617;KPIE;PIE;St Petersburg Clearwater International Airport;27.91020012;-82.68740082
3618;KMNM;MNM;Menominee Regional Airport;45.126701;-87.638397
3619;KCXO;CXO;Conroe-North Houston Regional Airport;30.351801;-95.414497
3620;PASC;SCC;Deadhorse Airport;70.19470215;-148.4649963
3621;KSAT;SAT;San Antonio International Airport;29.53370094;-98.46980286
3622;KROC;ROC;Greater Rochester International Airport;43.1189003;-77.67240143
3623;KCOF;COF;Patrick Air Force Base;28.23489952;-80.61009979
3624;KTEB;TEB;Teterboro Airport;40.85010147;-74.06079865
3625;KRCA;RCA;Ellsworth Air Force Base;44.14500046;-103.1039963
3626;KRDU;RDU;Raleigh Durham International Airport;35.87760162;-78.78749847
3627;KDAY;DAY;James M Cox Dayton International Airport;39.90240097;-84.2193985
3628;PAEN;ENA;Kenai Municipal Airport;60.57310104;-151.2449951
3629;KMLC;MLC;Mc Alester Regional Airport;34.882401;-95.783501
3630;KIAG;IAG;Niagara Falls International Airport;43.1072998;-78.94619751
3631;KCFD;CFD;Coulter Field;30.71570015;-96.33139801
3632;KLHW;LIY;Wright AAF (Fort Stewart)/Midcoast Regional Airport;31.889099;-81.562303
3633;KPHF;PHF;Newport News Williamsburg International Airport;37.13190079;-76.49299622
3634;KESF;ESF;Esler Regional Airport;31.39489937;-92.29579926
3635;KLTS;LTS;Altus Air Force Base;34.667099;-99.26670074
3636;KTUS;TUS;Tucson International Airport;32.11610031;-110.9410019
3637;KMIB;MIB;Minot Air Force Base;48.4156;-101.358002
3638;KBAB;BAB;Beale Air Force Base;39.13610077;-121.4369965
3639;KIKK;IKK;Greater Kankakee Airport;41.07139969;-87.84629822
3640;KGSB;GSB;Seymour Johnson Air Force Base;35.33940125;-77.96060181
3641;KPVD;PVD;Theodore Francis Green State Airport;41.732601;-71.420403
3642;KSBY;SBY;Salisbury Ocean City Wicomico Regional Airport;38.34049988;-75.51029968
3644;KBUR;BUR;Bob Hope Airport;34.20069885;-118.3590012
3645;KDTW;DTW;Detroit Metropolitan Wayne County Airport;42.21239853;-83.35340118
3646;KTPA;TPA;Tampa International Airport;27.97550011;-82.53320313
3647;KPMB;PMB;Pembina Municipal Airport;48.94250107;-97.24079895
3648;KPOE;POE;Polk Army Air Field;31.0447998;-93.1917038
3649;PAEI;EIL;Eielson Air Force Base;64.66570282;-147.102005
3650;KHIB;HIB;Range Regional Airport;47.38660049;-92.83899689
3651;KLFK;LFK;Angelina County Airport;31.23399925;-94.75
3652;KMAF;MAF;Midland International Airport;31.94249916;-102.2020035
3653;KGRB;GRB;Austin Straubel International Airport;44.48509979;-88.12960052
3654;KADM;ADM;Ardmore Municipal Airport;34.30301;-97.0196342
3655;KWRI;WRI;Mc Guire Air Force Base;40.0155983;-74.59169769
3658;KAGS;AGS;Augusta Regional At Bush Field;33.36989975;-81.96450043
3659;KISN;ISN;Sloulin Field International Airport;48.17789841;-103.6419983
3660;KLIT;LIT;Bill & Hillary Clinton National Airport/Adams Field;34.72940063;-92.22429657
3661;KSWF;SWF;Stewart International Airport;41.5041008;-74.10479736
3662;KBDE;BDE;Baudette International Airport;48.72840118;-94.61219788
3663;KSAC;SAC;Sacramento Executive Airport;38.51250076;-121.4929962
3664;PAHO;HOM;Homer Airport;59.64559937;-151.477005
3665;KTBN;TBN;Waynesville-St. Robert Regional Forney field;37.74160004;-92.14070129
3666;KMGE;MGE;Dobbins Air Reserve Base;33.91540146;-84.51629639
3667;KSKA;SKA;Fairchild Air Force Base;47.61510086;-117.6559982
3668;KHTL;HTL;Roscommon County - Blodgett Memorial Airport;44.359798;-84.671095
3669;KPAM;PAM;Tyndall Air Force Base;30.06959915;-85.57540131
3670;KDFW;DFW;Dallas Fort Worth International Airport;32.896801;-97.038002
3671;KMLB;MLB;Melbourne International Airport;28.10280037;-80.64530182
3672;KTCM;TCM;McChord Air Force Base;47.13769913;-122.4759979
3673;KAUS;AUS;Austin Bergstrom International Airport;30.19449997;-97.66989899
3674;KLCK;LCK;Rickenbacker International Airport;39.813801;-82.927803
3675;KSAW;MQT;Sawyer International Airport;46.35359955;-87.395401
3676;KTYS;TYS;McGhee Tyson Airport;35.81100082;-83.9940033
3677;KHLR;HLR;Hood Army Air Field;31.13870049;-97.71450043
3678;KSTL;STL;St Louis Lambert International Airport;38.748697;-90.370003
3679;KMIV;MIV;Millville Municipal Airport;39.367802;-75.072197
3680;KSPS;SPS;Sheppard Air Force Base-Wichita Falls Municipal Airport;33.9888;-98.491898
3681;KLUK;LUK;Cincinnati Municipal Airport Lunken Field;39.10329819;-84.41860199
3682;KATL;ATL;Hartsfield Jackson Atlanta International Airport;33.6367;-84.428101
3683;KMER;MER;Castle Airport;37.38050079;-120.5680008
3684;KMCC;MCC;Mc Clellan Airfield;38.66759872;-121.401001
3685;KGRR;GRR;Gerald R. Ford International Airport;42.88079834;-85.52279663
3686;KINK;INK;Winkler County Airport;31.77960014;-103.2009964
3687;KFAT;FAT;Fresno Yosemite International Airport;36.77619934;-119.7180023
3688;KVRB;VRB;Vero Beach Regional Airport;27.6556;-80.417901
3689;KIPL;IPL;Imperial County Airport;32.83420181;-115.5790024
3690;KBNA;BNA;Nashville International Airport;36.12450027;-86.67819977
3691;KLRD;LRD;Laredo International Airport;27.54380035;-99.46160126
3692;PAED;EDF;Elmendorf Air Force Base;61.25099945;-149.8070068
3693;PAOT;OTZ;Ralph Wien Memorial Airport;66.88469696;-162.598999
3694;KAOO;AOO;Altoona Blair County Airport;40.29639816;-78.31999969
3695;KDYS;DYS;Dyess Air Force Base;32.42079926;-99.854599
3696;KELD;ELD;South Arkansas Regional At Goodwin Field;33.22100067;-92.81330109
3697;KLGA;LGA;La Guardia Airport;40.77719879;-73.87259674
3698;KTLH;TLH;Tallahassee Regional Airport;30.39649963;-84.35030365
3699;KDPA;DPA;Dupage Airport;41.90779877;-88.24859619
3700;KACT;ACT;Waco Regional Airport;31.61129951;-97.23049927
3701;KAUG;AUG;Augusta State Airport;44.3205986;-69.79730225
3703;KNIP;NIP;Jacksonville Naval Air Station (Towers Field);30.2358;-81.680603
3704;KMKL;MKL;McKellar-Sipes Regional Airport;35.599899;-88.915604
3705;PHMK;MKK;Molokai Airport;21.1529007;-157.095993
3706;KFTK;FTK;Godman Army Air Field;37.90710068;-85.9720993
3708;KSJT;SJT;San Angelo Regional Mathis Field;31.35770035;-100.4960022
3709;KCXL;CXL;Calexico International Airport;32.66949844;-115.5130005
3710;KCIC;CIC;Chico Municipal Airport;39.79539871;-121.8580017
3711;KBTV;BTV;Burlington International Airport;44.47190094;-73.15329742
3712;KJAX;JAX;Jacksonville International Airport;30.49410057;-81.68789673
3713;KDRO;DRO;Durango La Plata County Airport;37.1515007;-107.7539978
3714;KIAD;IAD;Washington Dulles International Airport;38.94449997;-77.45580292
3715;KCLL;CLL;Easterwood Field;30.58860016;-96.36380005
3716;KSFF;SFF;Felts Field;47.68280029;-117.322998
3717;KMKE;MKE;General Mitchell International Airport;42.94720078;-87.89659882
3718;KABI;ABI;Abilene Regional Airport;32.41130066;-99.68190002
3719;KCOU;COU;Columbia Regional Airport;38.81809998;-92.21959686
3720;KPDX;PDX;Portland International Airport;45.58869934;-122.5979996
3721;KTNT;TNT;Dade Collier Training and Transition Airport;25.86179924;-80.89700317
3722;KPBI;PBI;Palm Beach International Airport;26.68320084;-80.09559631
3723;KFTW;FTW;Fort Worth Meacham International Airport;32.819801;-97.362396
3724;KOGS;OGS;Ogdensburg International Airport;44.68190002;-75.46549988
3725;KFMH;FMH;Cape Cod Coast Guard Air Station;41.65840149;-70.52140045
3726;KBFI;BFI;Boeing Field King County International Airport;47.52999878;-122.302002
3727;KSKF;SKF;Lackland Air Force Base;29.38419914;-98.58110046
3728;PHNL;HNL;Daniel K Inouye International Airport;21.32062;-157.924228
3729;KDSM;DSM;Des Moines International Airport;41.5340004;-93.6631012
3730;KEWN;EWN;Coastal Carolina Regional Airport;35.07300186;-77.04290009
3731;KSAN;SAN;San Diego International Airport;32.73360062;-117.1900024
3732;KMLU;MLU;Monroe Regional Airport;32.51089859;-92.03769684
3733;KSSC;SSC;Shaw Air Force Base;33.97269821;-80.47059631
3734;KONT;ONT;Ontario International Airport;34.05599976;-117.6009979
3735;KGVT;GVT;Majors Airport;33.06779861;-96.06529999
3736;KROW;ROW;Roswell International Air Center Airport;33.30160141;-104.5309982
3737;KDET;DET;Coleman A. Young Municipal Airport;42.40919876;-83.00990295
3738;KBRO;BRO;Brownsville South Padre Island International Airport;25.90679932;-97.42590332
3739;KDHN;DHN;Dothan Regional Airport;31.32130051;-85.44960022
3740;KWWD;WWD;Cape May County Airport;39.00849915;-74.90830231
3741;KNFL;NFL;Fallon Naval Air Station;39.41659927;-118.7009964
3742;KMTC;MTC;Selfridge Air National Guard Base Airport;42.613463;-82.836919
3743;KFMN;FMN;Four Corners Regional Airport;36.74119949;-108.2300034
3744;KCRP;CRP;Corpus Christi International Airport;27.77039909;-97.50119781
3745;KSYR;SYR;Syracuse Hancock International Airport;43.11119843;-76.10630035
3746;KNQX;NQX;Naval Air Station Key West/Boca Chica Field;24.57579994;-81.68890381
3747;KMDW;MDW;Chicago Midway International Airport;41.785999;-87.752403
3748;KSJC;SJC;Norman Y. Mineta San Jose International Airport;37.362598;-121.929001
3749;KHOB;HOB;Lea County Regional Airport;32.6875;-103.2170029
3750;KPNE;PNE;Northeast Philadelphia Airport;40.081902;-75.010597
3751;KDEN;DEN;Denver International Airport;39.86169815;-104.6729965
3752;KPHL;PHL;Philadelphia International Airport;39.87189865;-75.2410965
3753;KSUX;SUX;Sioux Gateway Col. Bud Day Field;42.40259933;-96.38439941
3754;KMCN;MCN;Middle Georgia Regional Airport;32.69279861;-83.64920044
3755;KTCS;TCS;Truth Or Consequences Municipal Airport;33.23690033;-107.2720032
3756;KPMD;PMD;Palmdale Regional/USAF Plant 42 Airport;34.62939835;-118.0849991
3757;KRND;RND;Randolph Air Force Base;29.52969933;-98.27890015
3758;KNJK;NJK;El Centro NAF Airport (Vraciu Field);32.829201;-115.671996
3759;KCMH;CMH;John Glenn Columbus International Airport;39.998001;-82.891899
3760;KFYV;FYV;Drake Field;36.00510025;-94.17009735
3761;KFSI;FSI;Henry Post Army Air Field (Fort Sill);34.64979935;-98.40219879
3763;KFFO;FFO;Wright-Patterson Air Force Base;39.8260994;-84.0483017
3764;PAGA;GAL;Edward G. Pitka Sr Airport;64.73619843;-156.9369965
3766;KMWL;MWL;Mineral Wells Airport;32.78160095;-98.06020355
3767;KIAB;IAB;Mc Connell Air Force Base;37.62189865;-97.26820374
3768;KNBG;NBG;New Orleans NAS JRB/Alvin Callender Field;29.82530022;-90.03500366
3769;KARW;BFT;Beaufort County Airport;32.41220093;-80.63439941
3770;KTXK;TXK;Texarkana Regional Webb Field;33.45370102;-93.99099731
3771;KPBG;PBG;Plattsburgh International Airport;44.65090179;-73.4681015
3772;KAPG;APG;Phillips Army Air Field;39.466202;-76.1688
3773;KTCC;TCC;Tucumcari Municipal Airport;35.18280029;-103.6029968
3774;PANC;ANC;Ted Stevens Anchorage International Airport;61.17440033;-149.9960022
3775;KGRK;GRK;Robert Gray  Army Air Field Airport;31.06719971;-97.8289032
3777;KBLI;BLI;Bellingham International Airport;48.7928009;-122.538002
3778;KNQA;NQA;Millington-Memphis Airport;35.356701;-89.8703
3779;KEKN;EKN;Elkins-Randolph Co-Jennings Randolph Field;38.88940048;-79.85710144
3780;KHFD;HFD;Hartford Brainard Airport;41.73669815;-72.6493988
3781;KSFZ;SFZ;North Central State Airport;41.92079926;-71.49140167
3782;KMOB;MOB;Mobile Regional Airport;30.69120026;-88.24279785
3783;KNUQ;NUQ;Moffett Federal Airfield;37.4161;-122.049004
3784;KSAF;SAF;Santa Fe Municipal Airport;35.61709976;-106.0889969
3785;PHBK;BKH;Barking Sands Airport;22.02280045;-159.7850037
3786;KDRI;DRI;Beauregard Regional Airport;30.83169937;-93.33989716
3787;PHSF;BSF;Bradshaw Army Airfield;19.76009941;-155.5540009
3788;KOLS;OLS;Nogales International Airport;31.4177;-110.848
3789;KMCF;MCF;Mac Dill Air Force Base;27.84930038;-82.52120209
3790;KBLV;BLV;Scott AFB/Midamerica Airport;38.5452;-89.835197
3791;KOPF;OPF;Opa-locka Executive Airport;25.907;-80.278397
3792;KDRT;DRT;Del Rio International Airport;29.37420082;-100.927002
3793;KRSW;RSW;Southwest Florida International Airport;26.53619957;-81.75520325
3794;PAKN;AKN;King Salmon Airport;58.67679977;-156.6490021
3795;KMUI;MUI;Muir Army Air Field (Fort Indiantown Gap) Airport;40.434799;-76.569397
3796;PHJH;JHM;Kapalua Airport;20.96290016;-156.6730042
3797;KJFK;JFK;John F Kennedy International Airport;40.63980103;-73.77890015
3798;KHST;HST;Homestead ARB Airport;25.48859978;-80.38359833
3799;KRAL;RAL;Riverside Municipal Airport;33.95190048;-117.4449997
3800;KFLV;FLV;Sherman Army Air Field;39.36830139;-94.91470337
3801;KWAL;WAL;Wallops Flight Facility Airport;37.94020081;-75.46640015
3802;KHMN;HMN;Holloman Air Force Base;32.85250092;-106.1070023
3803;KNXX;NXX;Willow Grove Naval Air Station/Joint Reserve Base;40.19979858;-75.14820099
3804;KCYS;CYS;Cheyenne Regional Jerry Olson Field;41.15570068;-104.8119965
3805;KSCK;SCK;Stockton Metropolitan Airport;37.89419937;-121.237999
3806;KCHS;CHS;Charleston Air Force Base-International Airport;32.89860153;-80.04049683
3807;KRNO;RNO;Reno Tahoe International Airport;39.49909973;-119.7679977
3808;PAKT;KTN;Ketchikan International Airport;55.35559845;-131.7140045
3809;KYIP;YIP;Willow Run Airport;42.23789978;-83.53040314
3810;KVBG;VBG;Vandenberg Air Force Base;34.73730087;-120.5839996
3811;KBHM;BHM;Birmingham-Shuttlesworth International Airport;33.56290054;-86.75350189
3812;KNEL;NEL;Lakehurst Maxfield Field Airport;40.03329849;-74.353302
3813;PASY;SYA;Eareckson Air Station;52.71229935;174.1139984
3814;KLSV;LSV;Nellis Air Force Base;36.23619843;-115.0339966
3815;KRIV;RIV;March ARB Airport;33.880699;-117.259003
3816;KMOD;MOD;Modesto City Co-Harry Sham Field;37.62580109;-120.9540024
3817;KSMF;SMF;Sacramento International Airport;38.69540024;-121.5910034
3818;KUGN;UGN;Waukegan National Airport;42.42219925;-87.86789703
3819;KCOS;COS;City of Colorado Springs Municipal Airport;38.805801;-104.700996
3820;KBUF;BUF;Buffalo Niagara International Airport;42.94049835;-78.73220062
3821;KSKY;SKY;Griffing Sandusky Airport;41.4333992;-82.65229797
3822;KPAE;PAE;Snohomish County (Paine Field) Airport;47.90629959;-122.2819977
3823;KMUO;MUO;Mountain Home Air Force Base;43.043598;-115.872002
3824;KCDC;CDC;Cedar City Regional Airport;37.70100021;-113.098999
3825;KBDL;BDL;Bradley International Airport;41.93889999;-72.68319702
3826;KMFE;MFE;Mc Allen Miller International Airport;26.17580032;-98.23860168
3827;KNGU;NGU;Norfolk Naval Station (Chambers Field);36.937599;-76.289299
3828;KCEF;CEF;Westover ARB/Metropolitan Airport;42.19400024;-72.53479767
3829;KLBB;LBB;Lubbock Preston Smith International Airport;33.663601;-101.822998
3830;KORD;ORD;Chicago O'Hare International Airport;41.9786;-87.9048
3831;KBCT;BCT;Boca Raton Airport;26.37849998;-80.10769653
3832;PAFA;FAI;Fairbanks International Airport;64.81510162;-147.8560028
3834;KCVS;CVS;Cannon Air Force Base;34.38280106;-103.3219986
3835;PHNG;NGF;Kaneohe Bay MCAS (Marion E. Carl Field) Airport;21.45050049;-157.7680054
3836;KOFF;OFF;Offutt Air Force Base;41.11830139;-95.91249847
3837;PAGK;GKN;Gulkana Airport;62.1548996;-145.4570007
3838;KART;ART;Watertown International Airport;43.9919014;-76.021698
3839;KPSP;PSP;Palm Springs International Airport;33.82970047;-116.5070038
3840;KAMA;AMA;Rick Husband Amarillo International Airport;35.219398;-101.706001
3841;KFOD;FOD;Fort Dodge Regional Airport;42.55149841;-94.19259644
3842;KBAD;BAD;Barksdale Air Force Base;32.50180054;-93.66269684
3843;KFOE;FOE;Topeka Regional Airport - Forbes Field;38.95090103;-95.66359711
3844;KCOT;COT;Cotulla-La Salle County Airport;28.45669937;-99.22029877
3845;KILM;ILM;Wilmington International Airport;34.27059937;-77.90260315
3846;KBTR;BTR;Baton Rouge Metropolitan Airport;30.533199;-91.149597
3848;KTYR;TYR;Tyler Pounds Regional Airport;32.35409927;-95.40239716
3849;KBWI;BWI;Baltimore/Washington International Thurgood Marshall Airport;39.1754;-76.668297
3850;KHBR;HBR;Hobart Regional Airport;34.991317;-99.051313
3851;PHNY;LNY;Lanai Airport;20.78560066;-156.951004
3852;KAEX;AEX;Alexandria International Airport;31.32740021;-92.54979706
3853;KWSD;WSD;Condron Army Air Field;32.34149933;-106.4029999
3854;PACD;CDB;Cold Bay Airport;55.20610046;-162.7250061
3855;KTUL;TUL;Tulsa International Airport;36.19839859;-95.88809967
3856;PASI;SIT;Sitka Rocky Gutierrez Airport;57.04710007;-135.3619995
3857;KISP;ISP;Long Island Mac Arthur Airport;40.79520035;-73.10019684
3858;KMSP;MSP;Minneapolis-St Paul International/Wold-Chamberlain Airport;44.882;-93.221802
3859;KILG;ILG;New Castle Airport;39.67869949;-75.60649872
3860;PADU;DUT;Unalaska Airport;53.90010071;-166.5440063
3861;KMSY;MSY;Louis Armstrong New Orleans International Airport;29.99340057;-90.25800323
3862;KPWM;PWM;Portland International Jetport Airport;43.64619827;-70.30930328
