id;ident;name;latitude_deg;longitude_deg
6895;06NY;Murphy Field;42.84280014;-76.44529724
6897;06OH;Hal Joy Airfield;41.50979996;-80.59120178
6898;06OI;Green Acres Airport;39.73479843;-84.38220215
6900;06OR;Hayden Mountain Airport;45.46509933;-123.0800018
6901;06PA;Freefall Oz Airport;41.995792;-78.288152
6903;06R;Grawunder Field;29.94190025;-96.24610138
6904;06SN;Beyer Farm Airport;37.58390045;-97.25309753
6905;06TA;Glaser Field;30.90850067;-97.11689758
6906;06TE;Ainsworth Airport;30.31270027;-95.02690125
6907;06TN;Hunter STOLport;35.69729996;-86.95690155
6909;06TX;Diamond N Ranch Airport;30.05760002;-95.81289673
6910;06VA;Mount Horeb Field;38.24900055;-78.8553009
6912;06WI;Young Private Airport;45.66270065;-92.45020294
15372;06WN;Western Airpark;46.92499924;-122.5530014
6913;06XS;Campbell Field;33.3246994;-97.04419708
6914;06Y;Herman Municipal Airport;45.83000183;-96.16059875
318194;07AA;Pan Lake Strip Airport;61.6959639;-149.9549028
6916;07AR;Morrilton Airport;35.19449997;-92.80020142
6918;07B;Blue Hill Airport;44.44800186;-68.56970215
6920;07CL;Richvale Airport;39.49769974;-121.7710037
6921;07CO;Comanche Creek Airport;39.2635994;-104.427002
6923;07D;Tackaberry Airport;43.0644989;-82.72380066
6924;07FA;Ocean Reef Club Airport;25.3253994;-80.27480316
6927;07GA;Alcovy Airport;33.67499924;-83.76309967
6929;07ID;Interstate Airport;42.27819824;-113.3050003
6931;07IN;Gray Airport;39.57369995;-85.91390228
6932;07K;Central City Municipal - Larry Reineke Field;41.11259842;-98.05169678
6933;07KS;Heape Field;37.73419952;-96.93669891
6934;07KY;Blue Lick Airport;38.08060074;-85.69329834
6938;07MD;Baugher's Orchard Airport;39.60829926;-77.05190277
6940;07MI;Scott Airstrip;43.86420059;-85.02390289
6941;07MN;Dairyview Airport;44.05500031;-95.90950012
6942;07MO;Lake Sexton Airport;38.65000153;-93.61689758
6943;07MT;Glasgow Industrial Airport;48.42110062;-106.5279999
6944;07N;Bermudian Valley Airpark;40.01679993;-77.00389862
6945;07NC;Hawks Meadow Airport;34.83319855;-80.75119781
324410;07NV;Border Line Farm Airport;39.102239;-114.053472
6950;07OK;Pleasant Valley Airport;34.63339996;-99.03369904
6951;07OR;Bruce's Airport;45.42179871;-122.6200027
45747;07PN;Folmar Airport;40.998889;-78.125278
6952;07SN;Churchill Airport;39.77280045;-99.36009979
6954;07TE;Cuddihy Field;27.72109985;-97.51280212
6955;07TN;Corntassel Airport;35.5685997;-84.2410965
6956;07TS;Cross-Country Estates Airport;30.625;-97.57279968
310114;07UT;E Northrop Grumman Airport;41.716667;-112.447222
6958;07VA;Alpha Hotel Airport;36.81959915;-78.78309631
6959;07VT;Meadow STOLport;44.44720078;-72.91470337
6963;07Y;Hill City-Quadna Mountain Airport;46.95550156;-93.59690094
45248;08AK;Fisher Airport;61.569639;-149.724439
6966;08B;Merrymeeting Field;44;-69.88710022
6968;08CL;Kistler Ranch Airport;37.85960007;-120.5540009
6969;08CO;Terra Firma Airport;38.73249817;-104.0410004
6971;08F;City of Coalgate Airport;34.53179932;-96.23310089
6972;08FA;Duda Airstrip;26.57979965;-81.48370361
6973;08FD;Sunniland Ranch Airport;27.36310005;-80.77279663
6974;08FL;J. H. Hendrie Farms Airport;27.08449936;-81.3286972
6976;08GA;Sapelo Island Airport;31.42580032;-81.2858963
6977;08ID;Symms Airport;43.56930161;-116.7770004
6979;08IL;Harms Airstrip;41.57699966;-89.79399872
6980;08IS;Hemmer RLA Restricted Landing Area;37.97779846;-89.20290375
6981;08KS;Alderson Airport;39.03469849;-97.58000183
6982;08KY;Boss Airport;36.97259903;-84.62609863
6984;08LL;Sauer Airport;41.07529831;-88.48919678
6985;08LS;Aeleron Airport;30.40360069;-92.02359772
6986;08MA;Wormid Airport;42.29399872;-71.49620056
6988;08ME;Lindbergh Airport;44.81420135;-70.34529877
6991;08MO;Twin Oaks Airport;37.39559937;-94.28379822
6992;08MS;Williams Field;34.66220093;-89.86830139
6993;08MT;Clark Airport;47.06389999;-108.8170013
6994;08N;Keller Brothers Airport;40.29180145;-76.32879639
6995;08NC;Whiteheart Farm Airport;36.06760025;-80.46559906
6996;08ND;Brecht Strip;47.32310104;-102.0979996
6997;08NE;Laurel Municipal Airport;42.43170166;-97.07949829
7000;08NY;Md1 Airport;41.36809921;-74.50559998
7001;08OH;Kenley Airport;41.29169846;-80.56369781
7002;08OK;Parks Airport;34.93149948;-95.25830078
327859;08OL;Broken B Airport;35.408087;-98.605477
7003;08OR;Saxon Sycan Airport;42.83929825;-121.1169968
7006;08R;Richmond Airport;41.48949814;-71.62059784
7008;08TE;B. J. Mc Combs Sisterdale Airport;29.975331;-98.742451
7010;08TX;Cross Wind Airport;32.85820007;-97.74749756
7011;08U;Stevens-Crosby Airport;41.51570129;-115.8600006
7012;08VA;Springwood Airstrip;37.55400085;-79.74980164
322194;08XA;Knolle Ranch Airport;30.479253;-96.504031
7015;08XS;Peterson Airport;29.10810089;-95.77749634
45270;09AK;West Beaver Airport;61.589361;-149.847333
7017;09AZ;Stronghold Airport;31.9253006;-110.038002
7019;09CL;Alta Sierra Airport;39.11380005;-121.0569992
7020;09CO;Cottonwood Field;38.05559921;-103.6529999
7021;09FA;Placid Lakes Airport;27.24559975;-81.4131012
7022;09FD;Cheryl-Lane Landings Airport;28.67110062;-82.08730316
7023;09FL;Sunnybreeze Airport;27.05559921;-81.97059631
7024;09GA;Sunbelt Strip;31.11129951;-83.68409729
7026;09IA;Skydive Iowa Airport;41.74580002;-92.40930176
7027;09ID;Taylor Ranch Landing Area Airport;45.10390091;-114.8550034
7028;09II;Gibbons Field;38.44729996;-86.44499969
7030;09IN;Gordon Airport;41.1208992;-85.42500305
7032;09KS;Coffman Airport;38.70700073;-95.13829803
7035;09LL;Pine Hill Airport;42.4681015;-88.74320221
7037;09MA;Kallander Field;42.3042984;-71.50589752
7038;09ME;Perrotti Skyranch Airfield;43.34080124;-70.85469818
7040;09MN;W Johnson Field;44.77999878;-95.66359711
7041;09MO;Hogue Farm Airport;37.3783989;-93.36329651
7042;09N;Airhaven Airport;41.83259964;-73.87599945
7043;09NC;William Irving Lewis Airport;35.32929993;-79.02999878
7044;09NE;Summer Hill Farm Airport;41.33330154;-96.19360352
324843;09NR;Dakota Air Ranch Airport;35.650122;-79.650311
7047;09OK;Ragtime Aerodrome;36.35449982;-95.86389923
7049;09PA;Eagle Field;40.82699966;-77.98809814
7051;09S;Sullivan Lake State Airport;48.84090042;-117.2839966
14580;09TA;Lazy G Bar Ranch Airport;33.282101;-97.497002
7052;09TE;Running M Ranch Airport;32.26679993;-97.86699677
7054;09TS;Pitcock Rosillos Mountain Ranch Airport;29.48240089;-103.1650009
7055;09TX;Smokey Mtn Ranch Airport;30.7390995;-102.0240021
7056;09VA;Alum Ridge STOLport;36.97650146;-80.49389648
7060;09WI;Parkway Farm Strip;44.00360107;-91.30760193
325323;0AA7;Kalifonsky Meadows Airport;60.491537;-151.2352525
7063;0AK;Pilot Station Airport;61.934601;-162.899994
7064;0AK0;Scotts Airport;64.39250183;-146.8619995
7065;0AK1;Anderson Lake Airport;61.6169014;-149.3220062
45273;0AK2;Yentna Bend Strip;61.725556;-150.678611
7066;0AK3;Parker Lake Airport;62.03590012;-150.4940033
7067;0AK5;Young Creek Airport;61.355352;-142.731832
7068;0AK6;Victory Airport;61.80339813;-147.9440002
7069;0AK7;Bradley Lake Hydroelectri Project Airstrip;59.77610016;-150.9589996
7071;0AK9;Falcon Lake Strip;61.33259964;-150.0590057
7073;0AL1;Resort Airport;30.44389915;-87.6568985
7077;0AL5;Flomaton Airport;31.03219986;-87.25279999
7081;0AL9;Wilson Creek Airport;34.84999847;-87.63249969
7083;0AR1;Hooterville South Airport;35.09469986;-93.20200348
7084;0AR2;Mission Field-Marotti Memorial Airport;35.26679993;-90.35009766
7089;0AR7;Yancopin Airport;33.95009995;-91.18119812
7093;0AZ1;Taylor Field;32.30089951;-111.3239975
7094;0AZ2;Western Sky Airport;33.77809906;-113.6419983
7095;0AZ4;Flying Bucket Ranch Airport;32.9822998;-112.2870026
7096;0AZ5;Castle Well Airport;33.86589813;-112.6029968
7099;0B2;Brewer Airport;44.76369858;-68.76779938
7100;0B7;Warren-Sugarbush Airport;44.11669922;-72.82710266
7101;0C1;Triple R Airport;39.4878006;-94.78050232
7102;0C2;Hinckley Airport;41.77090073;-88.70339966
7103;0C5;Canadian Lakes Airport;43.57640076;-85.2806015
7104;0C7;Grandpas' Farm Mendota Airport;41.521999;-89.132599
7105;0C8;Cushing Field Ltd Airport;41.51950073;-88.60559845
7110;0CA3;Crawford Airport;34.58750153;-120.0130005
7111;0CA4;Shepherd Ranch Airport;34.62220001;-120.0650024
7112;0CA5;Hoffman Private Airport;33.14310074;-116.7450027
7113;0CA6;Emory Ranch Airport;32.7494444;-116.0161111
7115;0CA8;Ward Ranch Airport;33.42779922;-116.8430023
7116;0CA9;Blech Ranch Airport;35.59500122;-120.3389969
7119;0CD2;Foxx Valley Airport;38.65250015;-104.2340012
7122;0CD5;Pinon Canyon Airport;37.4905014;-104.1439972
7124;0CD7;Fox Hole Airport;40.00469971;-105.0719986
7127;0CL0;Yosemite Hidden Lake Ranch Airport;37.11800003;-119.913002
7128;0CL1;Krey Field Airport;34.56940079;-117.5559998
7130;0CL3;John Nichol's Field Airport;32.6330986;-116.8929977
7133;0CL6;Bohunk's Airpark;34.69469833;-118.2829971
7135;0CL8;Tera Ultralightport;35.59130096;-117.6340027
322308;0CN1;Fiorini Ranch Airport;37.452178;-120.764758
324643;0CN2;Sutter Butte Dusters Airport;39.228622;-121.688265
7138;0CO1;Dave's Airport;40.03329849;-105.1240005
7139;0CO2;Crested Butte Airpark;38.851918;-106.928341
7142;0CO5;Chenoweth Airport;39.83330154;-103.5899963
7143;0CO6;Flying M & M Ranch Airport;38.2193985;-108.2129974
7145;0CO8;Cartwheel Airport;40.20830154;-105.0130005
7146;0CO9;Van Treese Airport;37.65829849;-106.0339966
7157;0D6;Wilber Municipal Airport;40.47499847;-96.9878006
7158;0D7;Ada Airport;40.79059982;-83.82910156
315634;0D9;Air Park North;44.958;-84.9587
7159;0.00E+00;Corydon Airport;40.75450134;-93.24130249
7161;0FA1;Ott's Landing Airport;27.3039;-81.880403
7162;0FD0;The 2A Ranch Airport;29.2675;-81.230103
7165;0FD3;Dugger Field;30.49640083;-86.09380341
7167;0FD5;Breezy Knoll Airport;30.82019997;-86.3443985
7169;0FD9;Joy Farms Airport;30.65209961;-86.10939789
7170;0FL0;Harper's Fly-In Ranch Airport;26.73060036;-81.16390228
7171;0FL1;Thompson Airfield;29.98329926;-82.83560181
7179;0FL9;Mc Daniel Ranch Inc. Airport;26.39389992;-81.02310181
7180;0G0;North Buffalo Suburban Airport;43.103199;-78.7033
7182;0GA0;Halls Flying Ranch Airport;33.35620117;-84.36710358
7183;0GA1;Mustang Field;34.47790146;-82.89710236
7184;0GA2;Airnautique, Inc. Airport;34.37789917;-82.9457016
7185;0GA3;Ayresouth Airport;33.77009964;-85.06079865
7186;0GA4;Paradise Falls Airport;33.81290054;-83.50569916
7188;0GA6;Sunset Strip;33.73339844;-83.81880188
7189;0GA7;Hickory Level Airfield;33.6833992;-84.99990082
7190;0GA8;Paso Fino Farm Airport;30.88710022;-83.41600037
7191;0GA9;Roberta Industrial Park Airport;32.71390152;-84.02749634
7192;0GE0;Pinewood Airport;33.78210068;-84.80079651
7193;0GE1;Crystal Lake Airpark;31.66550064;-83.44709778
7194;0GE3;Lookout Mountain Airport;34.90470123;-85.45970154
7195;0GE4;Pecan Patch Airstrip;33.33140182;-84.26670074
7196;0GE5;Mountain Airpark;34.5617981;-83.71350098
7197;0GE7;Carpenter Airport;33.52030182;-82.37249756
7198;0GE9;Pegasus Ranch Airport;32.69390106;-81.79859924
7199;0H7;Kahoka Municipal Airport;40.42160034;-91.70629883
7200;0I2;Brazil Clay County Airport;39.47669983;-87.09970093
7204;0IA3;Hawkeye Airport;42.43470001;-92.32800293
7205;0IA4;Sharar Field;41.03340149;-91.05010223
7206;0IA5;Moore Private Airport;40.87220001;-93.26270294
7207;0IA6;Rinehart Airport;41.65969849;-92.28990173
7209;0IA8;Hannen Airport;42.22800064;-91.75099945
7211;0ID0;South Fork Ranch Airport;43.60639954;-115.1070023
7212;0ID1;Ziggy's Airport;42.64120102;-114.6050034
7213;0ID2;Flying Joseph Ranch Airport;44.44290161;-113.7730026
7214;0ID3;Coyote Run Airport;43.07580185;-115.6729965
7215;0ID4;Black Butte Ranch Airport;43.04769897;-114.4700012
7216;0ID5;Ez Lope Ranch Airport;43.05310059;-116.461998
45394;0ID7;Z X Ranch Airport;43.230308;-116.763192
45387;0ID8;Pinnacle Airport;45.775197;-116.178475
329280;0ID9;Corral Creek Airport;46.785278;-116.471131
7218;0II0;Chuck's Airport;40.25999832;-85.25330353
7219;0II1;Unsicker Airport;40.42810059;-86.15329742
7220;0II2;Creighton Airport;41.45729828;-86.12439728
7222;0II5;Marshall Field;40.65950012;-86.85720062
7223;0II6;Kropf Airport;41.64310074;-85.82969666
7224;0II7;Frost Field;39.79560089;-85.78610229
7225;0II8;Sutton's Field;41.32479858;-87.47589874
7226;0II9;Winters Airport;39.53419876;-86.57720184
45950;0IL2;Griffin Airport;38.803056;-88.997778
7229;0IL3;Flying B Ranch Airport;40.1570015;-87.67449951
7232;0IL8;Walter Airport;41.87250137;-88.72370148
7233;0IL9;Jack W. Watson Airport;41.85480118;-88.78730011
7234;0IN1;Snider Field;38.5;-87.59590149
7235;0IN2;The Lazy K Airport;40.82780075;-85.08609772
7236;0IN3;Graves Landing Strip;41.11669922;-86.66670227
7237;0IN4;Air Park Field;41.12779999;-84.94719696
7238;0IN5;Byrne Field;38.32899857;-86.03359985
7241;0IN9;Parrish Airport;37.99309921;-87.95140076
7244;0IS3;Cady Aerial RLA Restricted Landing Area;41.66080093;-89.69360352
7245;0IS4;Dawson Farms Airport;39.76250076;-88.67150116
7249;0J0;Abbeville Municipal Airport;31.60020065;-85.23880005
